,participant,valence_text,arousal_text,focus_text,dominance_text,arousal_break,text_order
500,LLM099,-108,99,41.0,-94.0,41.0,122
501,LLM099,34,-3,-12.0,-67.0,-12.0,109
502,LLM099,19,-9,-9.0,-46.0,21.0,102
503,LLM099,-27,-6,-58.0,-21.0,-58.0,11
504,LLM099,-43,38,-54.0,21.0,-54.0,32
505,LLM099,-10,12,-87.0,14.0,-87.0,167
506,LLM099,21,-73,-97.0,22.0,-72.0,101
507,LLM099,73,-84,-78.0,-118.0,-78.0,27
508,LLM099,122,-28,-52.0,-147.0,-52.0,100
509,LLM099,101,11,-24.0,-174.0,-1.0,55
510,LLM099,-25,6,-31.0,18.0,-31.0,36
511,LLM099,-48,39,21.0,5.0,-48.0,158
512,LLM099,-22,51,-19.0,-27.0,-19.0,69
513,LLM099,-48,-18,19.0,-18.0,-24.0,72
514,LLM099,39,-13,-34.0,0.0,-34.0,5
515,LLM099,-28,-9,12.0,24.0,12.0,15
516,LLM099,17,22,-10.0,34.0,-10.0,177
517,LLM099,-19,9,-75.0,18.0,-75.0,43
518,LLM099,17,21,-40.0,0.0,-40.0,26
519,LLM099,-34,-13,11.0,-31.0,11.0,13
520,LLM099,-24,3,-75.0,48.0,-75.0,33
521,LLM099,21,-12,-40.0,-61.0,-4.0,175
522,LLM099,17,32,-78.0,-45.0,-78.0,171
523,LLM099,-63,38,-46.0,-61.0,-46.0,155
524,LLM099,80,22,51.0,-78.0,-171.0,115
525,LLM099,167,57,-46.0,-214.0,-46.0,29
526,LLM099,53,-7,-51.0,-39.0,-51.0,105
527,LLM099,-25,-6,-76.0,0.0,-76.0,46
528,LLM099,27,3,-3.0,-4.0,-3.0,58
529,LLM099,-64,-21,-19.0,0.0,-19.0,64
530,LLM099,-48,-12,-13.0,2.0,-13.0,63
531,LLM099,-76,-21,33.0,18.0,-25.0,144
532,LLM099,53,-75,-96.0,-124.0,-96.0,136
533,LLM099,-70,-28,-31.0,0.0,-31.0,34
534,LLM099,21,-30,-22.0,-28.0,-22.0,28
535,LLM099,-13,-7,-36.0,2.0,-36.0,168
536,LLM099,-27,-10,-19.0,24.0,-19.0,60
537,LLM099,104,-30,-42.0,-132.0,-42.0,57
538,LLM099,-87,49,-36.0,-52.0,-36.0,121
539,LLM099,-85,33,71.0,-124.0,71.0,146
540,LLM030,-162,113,115.0,-163.0,115.0,73
541,LLM030,105,94,-100.0,-117.0,0.0,35
542,LLM030,202,-77,-156.0,-214.0,-156.0,135
543,LLM030,-152,131,204.0,-185.0,204.0,126
544,LLM030,-168,158,106.0,-215.0,106.0,159
545,LLM030,44,-65,-24.0,-40.0,-24.0,53
546,LLM030,60,-238,-238.0,60.0,-238.0,82
547,LLM030,-99,73,227.0,-10.0,-166.0,68
548,LLM030,-100,71,-75.0,-123.0,-75.0,52
549,LLM030,-45,-205,127.0,-189.0,-74.0,17
550,LLM030,-131,66,42.0,-168.0,42.0,153
551,LLM030,225,199,-219.0,-187.0,-219.0,137
552,LLM030,180,-122,-169.0,-203.0,-12.0,139
553,LLM030,-62,-44,90.0,-51.0,90.0,172
554,LLM030,180,-240,29.0,-235.0,-164.0,81
555,LLM030,35,-218,48.0,-214.0,48.0,24
556,LLM030,-135,-174,69.0,-213.0,69.0,88
557,LLM030,-244,-171,78.0,-196.0,-227.0,69
558,LLM030,62,-189,-167.0,-130.0,-112.0,166
559,LLM030,-138,65,66.0,-193.0,66.0,170
560,LLM030,-221,193,233.0,-53.0,233.0,161
561,LLM030,-229,158,93.0,-217.0,93.0,46
562,LLM030,-28,43,70.0,-59.0,70.0,62
563,LLM030,37,24,154.0,230.0,154.0,64
564,LLM030,-193,200,228.0,211.0,228.0,42
565,LLM030,140,-101,-116.0,-234.0,-116.0,9
566,LLM030,156,82,0.0,-52.0,-185.0,27
567,LLM030,206,-61,-43.0,-120.0,-43.0,4
568,LLM030,34,-103,-96.0,33.0,-96.0,133
569,LLM030,-170,151,137.0,-216.0,137.0,19
570,LLM030,-106,-132,-37.0,1.0,-37.0,132
571,LLM030,-23,-175,-69.0,-73.0,-69.0,127
572,LLM030,87,-133,121.0,-114.0,121.0,84
573,LLM030,109,-172,100.0,-167.0,0.0,7
574,LLM030,102,-110,-109.0,57.0,-187.0,103
575,LLM030,128,-147,-137.0,-118.0,-137.0,38
576,LLM030,162,-203,-153.0,-200.0,-153.0,3
577,LLM030,70,-180,-131.0,18.0,-131.0,152
578,LLM030,40,-103,-41.0,-136.0,-41.0,16
579,LLM030,-194,189,121.0,-198.0,121.0,32
580,LLM030,-200,73,121.0,-124.0,121.0,162
581,LLM030,-151,104,149.0,-47.0,149.0,47
582,LLM030,129,86,-89.0,-150.0,-218.0,6
583,LLM030,-115,213,126.0,-159.0,126.0,44
584,LLM030,-123,30,-24.0,-203.0,-24.0,78
585,LLM030,154,-149,86.0,-231.0,86.0,134
586,LLM030,136,-215,-157.0,-193.0,0.0,22
587,LLM030,-61,-85,36.0,-121.0,36.0,61
588,LLM030,123,-181,78.0,-169.0,78.0,131
589,LLM030,-178,113,211.0,-204.0,-189.0,79
590,LLM030,188,-56,128.0,-119.0,128.0,111
591,LLM030,-156,171,115.0,-203.0,115.0,30
592,LLM030,117,-153,-146.0,-225.0,-146.0,57
593,LLM030,-20,216,-48.0,-148.0,-48.0,129
594,LLM030,87,42,72.0,-178.0,136.0,72
595,LLM030,203,63,161.0,-119.0,161.0,2
596,LLM030,-225,228,229.0,210.0,229.0,145
597,LLM030,66,-106,-64.0,-143.0,-64.0,176
598,LLM030,-176,125,121.0,-228.0,-86.0,18
599,LLM030,66,72,38.0,-31.0,38.0,165
600,LLM030,139,-104,-187.0,-179.0,-187.0,138
601,LLM030,-191,88,139.0,-131.0,139.0,48
602,LLM030,-187,201,178.0,-217.0,178.0,34
603,LLM030,-233,67,187.0,-139.0,187.0,90
604,LLM030,172,-197,-81.0,-201.0,-81.0,85
605,LLM030,62,-32,36.0,-3.0,36.0,151
606,LLM030,200,-196,-206.0,-209.0,-206.0,178
607,LLM030,97,-86,86.0,-128.0,86.0,55
608,LLM030,-192,59,195.0,-184.0,195.0,91
609,LLM030,219,186,-182.0,-183.0,-182.0,29
610,LLM030,225,126,-151.0,-228.0,0.0,101
611,LLM030,112,-136,-130.0,-102.0,-130.0,65
612,LLM030,-224,239,196.0,-227.0,-127.0,158
613,LLM030,105,-176,28.0,-207.0,0.0,45
614,LLM030,-169,-192,-75.0,-221.0,-75.0,1
615,LLM030,-230,48,205.0,-177.0,205.0,147
616,LLM030,-189,199,199.0,-189.0,199.0,116
617,LLM030,124,-139,-71.0,-219.0,-71.0,21
618,LLM030,-211,-38,42.0,-183.0,42.0,33
619,LLM030,154,-121,58.0,-113.0,58.0,164
620,LLM030,-49,-52,40.0,-86.0,40.0,77
621,LLM030,-106,173,135.0,-183.0,135.0,43
622,LLM030,162,-78,144.0,-141.0,144.0,14
623,LLM030,-191,183,139.0,-218.0,139.0,150
624,LLM030,128,193,-208.0,-197.0,-124.0,173
625,LLM030,-125,163,159.0,-126.0,159.0,154
626,LLM030,49,-53,-4.0,-85.0,-4.0,11
627,LLM030,-170,177,142.0,-193.0,142.0,168
628,LLM030,110,-216,-216.0,110.0,-216.0,140
629,LLM030,-244,232,227.0,-216.0,227.0,146
630,LLM030,-148,239,207.0,-150.0,207.0,148
631,LLM030,45,-25,-10.0,-61.0,-10.0,58
632,LLM030,-105,78,36.0,-153.0,-96.0,167
633,LLM030,-118,138,97.0,-179.0,97.0,40
634,LLM030,-104,-121,47.0,-152.0,47.0,89
635,LLM030,-130,17,-11.0,-123.0,-11.0,12
636,LLM030,-152,49,37.0,-193.0,37.0,128
637,LLM030,-73,18,-32.0,-70.0,-32.0,71
638,LLM030,183,-190,206.0,-212.0,206.0,87
639,LLM030,95,-50,-35.0,-166.0,-106.0,51
640,LLM030,212,-125,-139.0,-222.0,-139.0,23
641,LLM030,148,-109,-124.0,-180.0,-124.0,114
642,LLM030,-143,199,125.0,-202.0,125.0,141
643,LLM030,190,201,-112.0,181.0,-112.0,118
644,LLM030,129,-120,-87.0,-174.0,-87.0,59
645,LLM030,-182,-85,112.0,-207.0,-163.0,39
646,LLM030,175,-196,-185.0,-210.0,-185.0,28
647,LLM030,-187,-78,90.0,-183.0,-107.0,120
648,LLM030,207,-182,-138.0,-129.0,-138.0,171
649,LLM030,209,-159,49.0,-171.0,0.0,179
650,LLM030,213,-13,34.0,-158.0,34.0,175
651,LLM030,194,65,66.0,-187.0,66.0,105
652,LLM030,-133,172,132.0,-207.0,132.0,157
653,LLM030,157,-181,-140.0,-180.0,-140.0,109
654,LLM030,-102,80,129.0,-194.0,-107.0,99
655,LLM030,-101,-163,102.0,-158.0,102.0,98
656,LLM030,213,200,-163.0,-191.0,-163.0,112
657,LLM030,183,155,-96.0,-194.0,-96.0,113
658,LLM030,-163,-27,65.0,-177.0,65.0,94
659,LLM030,122,-137,20.0,-99.0,20.0,83
660,LLM030,190,-197,53.0,-192.0,53.0,76
661,LLM030,109,-125,87.0,-118.0,87.0,95
662,LLM030,75,-93,-69.0,81.0,-69.0,67
663,LLM030,45,-93,48.0,-221.0,-65.0,50
664,LLM030,135,-136,-125.0,-132.0,-125.0,0
665,LLM030,193,96,-56.0,-90.0,-56.0,25
666,LLM030,-120,-201,164.0,-166.0,164.0,37
667,LLM030,164,-151,-103.0,-163.0,-103.0,163
668,LLM030,193,-149,-44.0,-86.0,-143.0,136
669,LLM030,204,-215,172.0,-220.0,172.0,5
670,LLM030,-138,201,176.0,-209.0,176.0,124
671,LLM030,225,-84,-64.0,-228.0,-64.0,63
672,LLM030,204,36,-105.0,-213.0,-105.0,26
673,LLM030,94,-117,-135.0,46.0,-135.0,123
674,LLM030,44,-64,-64.0,-127.0,-64.0,106
675,LLM030,-162,88,53.0,-132.0,53.0,169
676,LLM030,203,182,-184.0,-149.0,0.0,115
677,LLM030,167,-67,59.0,-106.0,59.0,20
678,LLM030,-223,214,214.0,-153.0,214.0,156
679,LLM030,174,-136,203.0,-210.0,203.0,13
680,LLM030,187,-92,55.0,-209.0,55.0,110
681,LLM030,151,-159,-168.0,-195.0,-168.0,104
682,LLM030,-179,63,139.0,-169.0,-179.0,36
683,LLM030,-174,146,213.0,-190.0,213.0,122
684,LLM030,161,-233,-181.0,-223.0,-181.0,86
685,LLM030,158,-204,-54.0,-166.0,-54.0,74
686,LLM030,33,70,-63.0,-200.0,-63.0,117
687,LLM030,-147,54,171.0,-154.0,171.0,97
688,LLM030,-196,237,210.0,-210.0,210.0,142
689,LLM030,107,109,-99.0,-193.0,-138.0,56
690,LLM030,149,135,140.0,-148.0,140.0,8
691,LLM030,-177,79,144.0,-137.0,144.0,31
692,LLM030,207,111,-122.0,-206.0,-122.0,102
693,LLM030,-165,50,151.0,-172.0,151.0,10
694,LLM030,210,-163,113.0,-158.0,113.0,177
695,LLM030,143,51,-122.0,-62.0,-122.0,107
696,LLM030,116,-109,-85.0,-112.0,-85.0,100
697,LLM030,68,-97,-71.0,-57.0,-71.0,15
698,LLM030,152,123,-115.0,-78.0,-115.0,54
699,LLM030,-165,76,132.0,-99.0,132.0,160
700,LLM030,-64,65,-87.0,-199.0,-151.0,144
701,LLM030,-175,-90,-59.0,-200.0,-112.0,155
702,LLM030,237,-215,-86.0,-188.0,0.0,130
703,LLM030,-195,-149,-56.0,-221.0,-56.0,66
704,LLM030,179,-184,226.0,-201.0,226.0,80
705,LLM030,-197,210,208.0,-157.0,208.0,149
706,LLM030,-221,-183,115.0,-206.0,115.0,96
707,LLM030,70,-85,-47.0,-106.0,-47.0,41
708,LLM030,16,-57,-54.0,-102.0,-54.0,75
709,LLM030,-106,64,94.0,-220.0,94.0,119
710,LLM030,-142,209,219.0,-207.0,219.0,70
711,LLM030,-99,202,155.0,-180.0,155.0,125
712,LLM030,220,-179,-42.0,-209.0,-42.0,108
713,LLM030,168,-214,-45.0,-247.0,-45.0,174
714,LLM030,-121,177,174.0,-216.0,174.0,121
715,LLM030,-186,58,137.0,-115.0,137.0,93
716,LLM030,-150,57,129.0,-107.0,-74.0,92
717,LLM030,-240,-98,198.0,-154.0,198.0,49
718,LLM030,-169,183,201.0,-113.0,201.0,143
719,LLM030,-130,48,112.0,-113.0,112.0,60
720,LLM085,-222,-20,-20.0,-221.0,-20.0,46
721,LLM085,-206,-5,-15.0,228.0,-15.0,78
722,LLM085,16,218,218.0,15.0,0.0,158
723,LLM085,-231,-22,199.0,-53.0,199.0,136
724,LLM085,-22,-161,245.0,-64.0,245.0,127
725,LLM085,42,-218,-23.0,227.0,-23.0,95
726,LLM085,-192,-56,165.0,-57.0,165.0,128
727,LLM085,47,199,-183.0,42.0,-235.0,7
728,LLM085,184,-55,-22.0,-213.0,-22.0,75
729,LLM085,-223,-65,-244.0,139.0,-244.0,104
730,LLM085,25,-193,207.0,16.0,207.0,87
731,LLM085,-200,-40,216.0,-12.0,216.0,143
732,LLM085,-40,206,-190.0,-43.0,-29.0,140
733,LLM085,-173,9,215.0,-37.0,215.0,79
734,LLM085,232,-1,236.0,-60.0,236.0,107
735,LLM085,182,-7,-40.0,106.0,-40.0,82
736,LLM085,54,-214,-43.0,-236.0,-43.0,133
737,LLM085,-33,201,-47.0,-221.0,210.0,111
738,LLM085,-236,-10,83.0,-198.0,83.0,31
739,LLM085,216,-55,-82.0,-204.0,-82.0,23
740,LLM085,47,-200,-134.0,-199.0,-134.0,3
741,LLM085,-236,4,-64.0,-97.0,-64.0,112
742,LLM085,110,180,-97.0,128.0,-97.0,91
743,LLM085,-63,177,177.0,-63.0,177.0,18
744,LLM085,180,-69,-69.0,180.0,-69.0,16
745,LLM085,79,174,-128.0,-217.0,-137.0,101
746,LLM085,-169,-86,-25.0,174.0,-67.0,100
747,LLM085,-93,-90,-9.0,186.0,-9.0,93
748,LLM085,-188,-88,239.0,-30.0,239.0,28
749,LLM085,165,150,-81.0,139.0,-81.0,85
750,LLM085,132,-47,-83.0,-175.0,-83.0,150
751,LLM085,-234,-45,191.0,99.0,191.0,9
752,LLM085,111,-80,242.0,-190.0,242.0,148
753,LLM085,-223,-15,230.0,-77.0,230.0,25
754,LLM085,197,63,-170.0,-223.0,-18.0,41
755,LLM085,126,-158,-244.0,-87.0,-244.0,55
756,LLM085,-112,205,-141.0,212.0,-163.0,166
757,LLM085,47,185,-72.0,-221.0,-72.0,125
758,LLM085,180,55,-98.0,-102.0,-98.0,29
759,LLM085,-85,223,-188.0,66.0,-188.0,118
760,LLM085,200,-113,166.0,-68.0,166.0,53
761,LLM085,-113,-66,-141.0,101.0,-141.0,126
762,LLM085,199,96,239.0,-95.0,39.0,170
763,LLM085,-21,89,-140.0,144.0,-140.0,4
764,LLM085,154,0,-31.0,-102.0,-31.0,164
765,LLM085,-8,174,145.0,-15.0,145.0,13
766,LLM085,-17,131,-142.0,171.0,-142.0,24
767,LLM085,-185,-158,-120.0,-159.0,-120.0,47
768,LLM085,-191,-91,181.0,-81.0,181.0,38
769,LLM085,120,80,-169.0,-143.0,211.0,144
770,LLM085,-78,155,-63.0,-158.0,-63.0,57
771,LLM085,-71,123,-158.0,7.0,-158.0,2
772,LLM085,6,-98,172.0,214.0,172.0,99
773,LLM085,109,136,-69.0,-223.0,-69.0,139
774,LLM085,193,-32,112.0,178.0,112.0,167
775,LLM085,-80,147,-164.0,-106.0,-164.0,10
776,LLM085,134,-78,109.0,145.0,109.0,63
777,LLM085,-163,81,209.0,-58.0,209.0,36
778,LLM085,142,-73,87.0,-250.0,174.0,96
779,LLM085,-29,202,-107.0,157.0,-107.0,52
780,LLM085,133,-55,55.0,-227.0,55.0,44
781,LLM085,39,109,-78.0,57.0,-78.0,108
782,LLM085,166,46,-73.0,72.0,-73.0,58
783,LLM085,47,-61,159.0,109.0,159.0,62
784,LLM085,59,117,-231.0,108.0,-231.0,27
785,LLM085,-60,-141,-158.0,188.0,-158.0,73
786,LLM085,147,-158,201.0,210.0,201.0,155
787,LLM085,122,139,-36.0,-205.0,-36.0,89
788,LLM085,-238,-26,-80.0,237.0,-80.0,26
789,LLM085,83,142,-138.0,10.0,-138.0,132
790,LLM085,-206,-136,-69.0,216.0,-69.0,20
791,LLM085,79,-82,-118.0,-118.0,-118.0,113
792,LLM085,-151,114,-248.0,-124.0,59.0,134
793,LLM085,-201,-79,198.0,-66.0,198.0,90
794,LLM085,-28,134,-247.0,-137.0,-247.0,69
795,LLM085,-130,-104,-85.0,217.0,-85.0,86
796,LLM085,217,-123,242.0,24.0,60.0,130
797,LLM085,212,-64,215.0,-222.0,215.0,67
798,LLM085,-10,163,154.0,244.0,154.0,30
799,LLM085,-68,150,-138.0,248.0,-138.0,32
800,LLM085,172,-240,224.0,50.0,224.0,122
801,LLM085,147,142,-74.0,176.0,-74.0,151
802,LLM085,-112,-39,-30.0,163.0,-51.0,72
803,LLM085,-72,-102,139.0,193.0,139.0,119
804,LLM085,154,127,129.0,-225.0,204.0,131
805,LLM085,-68,144,-107.0,242.0,-107.0,159
806,LLM085,184,177,-160.0,155.0,-160.0,152
807,LLM085,-20,108,-86.0,-71.0,-86.0,162
808,LLM085,-104,-101,-112.0,137.0,-87.0,115
809,LLM085,-89,208,-218.0,208.0,-218.0,97
810,LLM085,-123,170,-117.0,163.0,-117.0,124
811,LLM085,189,161,-52.0,169.0,-52.0,177
812,LLM085,-134,126,-169.0,-51.0,-152.0,146
813,LLM085,113,188,-120.0,155.0,-120.0,94
814,LLM085,-180,138,-104.0,-45.0,-104.0,110
815,LLM085,78,-85,109.0,109.0,109.0,1
816,LLM085,-40,88,-228.0,-18.0,-228.0,135
817,LLM085,123,-144,77.0,161.0,-147.0,179
818,LLM085,-153,220,-166.0,121.0,-166.0,40
819,LLM085,-60,72,-205.0,158.0,201.0,137
820,LLM085,144,-34,222.0,-161.0,222.0,103
821,LLM085,-68,-48,150.0,191.0,150.0,71
822,LLM085,196,234,-75.0,242.0,-136.0,68
823,LLM085,-174,-76,146.0,-20.0,-90.0,81
824,LLM085,214,-111,-47.0,-32.0,-47.0,138
825,LLM085,126,188,-143.0,-107.0,202.0,33
826,LLM085,113,153,-107.0,-194.0,-107.0,160
827,LLM085,-128,-57,114.0,61.0,114.0,43
828,LLM085,-67,-39,185.0,202.0,185.0,171
829,LLM085,-114,-90,-162.0,133.0,-162.0,51
830,LLM085,156,99,-54.0,116.0,-54.0,161
831,LLM085,-146,-39,163.0,-133.0,163.0,129
832,LLM085,-39,-108,-101.0,198.0,-101.0,88
833,LLM085,123,172,-95.0,112.0,-95.0,39
834,LLM085,142,197,-210.0,9.0,-28.0,109
835,LLM085,-99,-61,222.0,151.0,222.0,15
836,LLM085,86,136,-80.0,2.0,-80.0,5
837,LLM085,48,163,-25.0,-185.0,-25.0,123
838,LLM085,-162,174,-141.0,-123.0,-141.0,8
839,LLM085,174,-28,228.0,122.0,228.0,142
840,LLM085,3,231,-247.0,-38.0,-247.0,121
841,LLM085,215,19,-200.0,126.0,-200.0,66
842,LLM085,-83,212,-62.0,208.0,-62.0,77
843,LLM085,-220,-72,-225.0,7.0,202.0,84
844,LLM085,-152,31,225.0,198.0,225.0,59
845,LLM085,-91,-142,208.0,76.0,201.0,17
846,LLM085,61,214,-55.0,-200.0,-80.0,56
847,LLM085,-31,73,-115.0,75.0,-125.0,92
848,LLM085,-123,206,-183.0,88.0,179.0,156
849,LLM085,173,185,-163.0,149.0,-163.0,165
850,LLM085,113,-12,117.0,128.0,117.0,117
851,LLM085,-36,227,131.0,169.0,131.0,173
852,LLM085,128,-159,192.0,-152.0,48.0,120
853,LLM085,-50,164,-149.0,178.0,-149.0,176
854,LLM085,241,-76,-109.0,-124.0,-109.0,83
855,LLM085,96,-96,158.0,54.0,158.0,157
856,LLM085,-105,-190,144.0,-74.0,144.0,141
857,LLM085,-155,146,-125.0,166.0,-125.0,70
858,LLM085,105,-68,102.0,142.0,102.0,0
859,LLM085,-95,228,-217.0,162.0,-217.0,153
860,LLM085,-112,244,-161.0,-125.0,-161.0,145
861,LLM085,76,139,-171.0,24.0,-171.0,42
862,LLM085,-142,-155,16.0,-57.0,147.0,35
863,LLM085,-118,130,-160.0,153.0,-160.0,14
864,LLM085,-34,198,-96.0,-32.0,-96.0,12
865,LLM085,170,74,-73.0,-102.0,-73.0,34
866,LLM085,211,142,-125.0,-116.0,-125.0,168
867,LLM085,103,-55,131.0,126.0,131.0,48
868,LLM085,-99,148,-244.0,-24.0,-244.0,114
869,LLM085,-171,60,-57.0,208.0,36.0,169
870,LLM085,225,133,-100.0,182.0,-100.0,163
871,LLM085,-113,-203,180.0,43.0,180.0,6
872,LLM085,195,-93,63.0,-222.0,63.0,147
873,LLM085,-51,103,-94.0,-124.0,-94.0,60
874,LLM085,-212,191,-148.0,-161.0,-148.0,102
875,LLM085,190,70,-99.0,13.0,-99.0,49
876,LLM085,-201,-54,-80.0,247.0,-80.0,65
877,LLM085,-42,-193,221.0,-69.0,221.0,175
878,LLM085,-109,-162,-60.0,140.0,-60.0,21
879,LLM085,-63,117,-172.0,-69.0,-172.0,105
880,LLM085,180,-153,142.0,180.0,142.0,19
881,LLM085,-40,-187,-51.0,195.0,-44.0,64
882,LLM085,-136,188,-99.0,188.0,-99.0,61
883,LLM085,-77,152,-188.0,-71.0,-188.0,106
884,LLM085,184,-53,-74.0,185.0,-74.0,74
885,LLM085,158,138,-61.0,-69.0,-61.0,149
886,LLM085,-31,136,-174.0,-15.0,-174.0,11
887,LLM085,235,114,152.0,236.0,152.0,80
888,LLM085,96,-198,211.0,60.0,211.0,54
889,LLM085,20,-146,196.0,88.0,-130.0,22
890,LLM085,152,60,-77.0,-232.0,-77.0,154
891,LLM085,-123,-130,79.0,-110.0,-58.0,45
892,LLM085,110,171,-69.0,124.0,-69.0,172
893,LLM085,-47,120,-165.0,53.0,-165.0,178
894,LLM085,46,101,-228.0,5.0,-228.0,116
895,LLM085,-92,-217,-128.0,42.0,-128.0,98
896,LLM085,72,17,-120.0,34.0,-120.0,76
897,LLM085,12,-91,-131.0,-27.0,-131.0,37
898,LLM085,101,116,-111.0,77.0,-111.0,50
899,LLM085,40,62,-161.0,-49.0,-161.0,174
900,LLM092,-186,-101,-22.0,-155.0,-22.0,165
901,LLM092,232,-240,-227.0,-222.0,-227.0,100
902,LLM092,239,-226,-228.0,-229.0,-228.0,103
903,LLM092,-220,51,192.0,-203.0,142.0,45
904,LLM092,-199,85,73.0,-203.0,73.0,122
905,LLM092,-211,156,91.0,172.0,91.0,155
906,LLM092,220,-232,-234.0,-214.0,-234.0,1
907,LLM092,8,-68,-102.0,5.0,-102.0,36
908,LLM092,-205,18,85.0,149.0,85.0,147
909,LLM092,4,150,40.0,5.0,40.0,111
910,LLM092,247,-237,-240.0,-202.0,-240.0,175
911,LLM092,239,-241,-240.0,-221.0,-240.0,136
912,LLM092,-185,135,206.0,-204.0,-191.0,91
913,LLM092,-206,149,144.0,-133.0,144.0,49
914,LLM092,-214,159,137.0,-149.0,137.0,161
915,LLM092,149,172,67.0,125.0,67.0,118
916,LLM092,137,118,-108.0,-196.0,-108.0,171
917,LLM092,198,-61,-41.0,-158.0,-180.0,113
918,LLM092,147,-207,-212.0,-203.0,-212.0,106
919,LLM092,184,-224,-221.0,-220.0,-221.0,170
920,LLM092,205,-224,-223.0,-226.0,0.0,101
921,LLM092,196,-231,-230.0,-226.0,0.0,56
922,LLM092,7,-8,-4.0,-39.0,-4.0,63
923,LLM092,-173,176,156.0,-160.0,156.0,168
924,LLM092,105,-117,-52.0,-116.0,-52.0,54
925,LLM092,143,-155,-124.0,-207.0,-124.0,20
926,LLM092,-139,119,132.0,106.0,-62.0,79
927,LLM092,-113,150,174.0,65.0,174.0,73
928,LLM092,167,-203,-173.0,-179.0,-173.0,134
929,LLM092,38,-54,-74.0,-38.0,-74.0,104
930,LLM092,-181,6,13.0,-206.0,13.0,157
931,LLM092,-228,-219,143.0,-197.0,143.0,11
932,LLM092,-205,-93,160.0,-160.0,160.0,71
933,LLM092,-170,-75,149.0,87.0,149.0,31
934,LLM092,155,-219,-236.0,-149.0,-196.0,138
935,LLM092,-143,168,122.0,-162.0,122.0,156
936,LLM092,141,-219,-218.0,-190.0,-218.0,82
937,LLM092,221,34,12.0,-228.0,12.0,177
938,LLM092,209,-226,-222.0,-238.0,-222.0,109
939,LLM092,-197,138,190.0,-204.0,190.0,41
940,LLM092,-245,3,88.0,43.0,88.0,149
941,LLM092,218,99,73.0,-104.0,73.0,116
942,LLM092,233,-237,-238.0,-221.0,-219.0,174
943,LLM092,-178,-39,35.0,-211.0,35.0,154
944,LLM092,-54,186,160.0,-69.0,160.0,114
945,LLM092,241,-239,-234.0,-226.0,-234.0,139
946,LLM092,-218,-81,102.0,-236.0,102.0,60
947,LLM092,49,-134,-107.0,-60.0,-107.0,125
948,LLM092,-185,65,164.0,40.0,164.0,123
949,LLM092,-194,-81,41.0,-221.0,-101.0,68
950,LLM092,-171,-33,34.0,127.0,34.0,33
951,LLM092,-162,134,133.0,119.0,-29.0,92
952,LLM092,-221,226,214.0,224.0,214.0,42
953,LLM092,-169,178,163.0,119.0,163.0,38
954,LLM092,235,85,139.0,-173.0,139.0,57
955,LLM092,-169,106,138.0,-161.0,138.0,48
956,LLM092,-158,154,156.0,109.0,156.0,32
957,LLM092,185,172,205.0,-190.0,205.0,176
958,LLM092,-209,35,99.0,-230.0,-60.0,78
959,LLM092,156,182,187.0,13.0,187.0,117
960,LLM092,43,-32,-38.0,-26.0,-38.0,108
961,LLM092,-164,207,148.0,-65.0,148.0,160
962,LLM092,204,64,-30.0,-157.0,-156.0,179
963,LLM092,-202,-76,48.0,-190.0,48.0,15
964,LLM092,-194,157,85.0,-189.0,85.0,141
965,LLM092,203,-221,-230.0,-197.0,-230.0,132
966,LLM092,200,-233,-33.0,-224.0,-33.0,105
967,LLM092,182,148,133.0,47.0,133.0,112
968,LLM092,225,-234,-228.0,-228.0,-228.0,86
969,LLM092,-178,-200,-56.0,81.0,-154.0,35
970,LLM092,193,46,63.0,-167.0,63.0,172
971,LLM092,201,42,-90.0,-157.0,-90.0,55
972,LLM092,232,-234,-215.0,-224.0,-157.0,83
973,LLM092,229,-242,-237.0,-220.0,-237.0,4
974,LLM092,143,-105,-103.0,-92.0,0.0,158
975,LLM092,143,-185,-155.0,-140.0,-65.0,144
976,LLM092,235,-25,-45.0,-230.0,-45.0,27
977,LLM092,206,-223,-220.0,-187.0,-220.0,58
978,LLM092,-158,114,45.0,-176.0,45.0,150
979,LLM092,-185,-78,22.0,-193.0,22.0,167
980,LLM092,214,-238,-234.0,-221.0,-234.0,6
981,LLM092,216,-26,-85.0,-194.0,-85.0,52
982,LLM092,85,-80,-84.0,-78.0,-84.0,164
983,LLM092,34,193,138.0,-47.0,138.0,110
984,LLM092,204,195,201.0,-93.0,-163.0,115
985,LLM092,-64,220,219.0,196.0,219.0,90
986,LLM092,-82,227,206.0,-119.0,206.0,74
987,LLM092,-196,172,222.0,154.0,222.0,126
988,LLM092,-227,220,242.0,161.0,242.0,96
989,LLM092,-170,76,74.0,97.0,74.0,34
990,LLM092,-204,93,77.0,174.0,77.0,47
991,LLM092,229,-239,-227.0,-217.0,-15.0,130
992,LLM092,-191,-53,119.0,-205.0,-24.0,121
993,LLM092,-213,52,173.0,55.0,-8.0,120
994,LLM092,236,-245,-243.0,-236.0,-243.0,5
995,LLM092,-12,106,-45.0,-73.0,-45.0,99
996,LLM092,202,-215,-198.0,-193.0,-198.0,88
997,LLM092,189,-221,-221.0,-192.0,-221.0,23
998,LLM092,-200,-228,-149.0,-204.0,15.0,17
999,LLM092,-179,190,225.0,-15.0,-54.0,145
1000,LLM092,-197,64,147.0,25.0,147.0,127
1001,LLM092,218,-210,-207.0,-184.0,-207.0,28
